era,dc_type,count,era_total,pct
1700-1800,Erzählung|Satire,6,155611,0.0
1700-1800,Festungsbau,6,155611,0.0
1700-1800,Flugschrift|Lied,6,155611,0.0
1700-1800,Flugschrift|Streitschrift,6,155611,0.0
1700-1800,Formularsammlung,6,155611,0.0
1700-1800,Frauenliteratur|Streitschrift,6,155611,0.0
1700-1800,Fürstenspiegel,6,155611,0.0
1700-1800,Gelegenheitsschrift:Amtsantritt|Lied,6,155611,0.0
1700-1800,Gelegenheitsschrift:Begrüßung|Gelegenheitsschrift:Amtsantritt|Lyrik,6,155611,0.0
1700-1800,Gelegenheitsschrift:Einweihung|Lyrik,6,155611,0.0
1700-1800,Gelegenheitsschrift:Jubiläum|Predigt,6,155611,0.0
1700-1800,Gelegenheitsschrift:Krönung|Libretto,6,155611,0.0
1700-1800,Gelegenheitsschrift:Krönung|Lyrik,6,155611,0.0
1700-1800,Gelegenheitsschrift:Sieg|Predigt,6,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Biographie|Epikedeion,6,155611,0.0
1700-1800,Geographie|Schulbuch,6,155611,0.0
1700-1800,Geographie|Topographie,6,155611,0.0
1700-1800,Gesangbuch|Erbauungsliteratur,6,155611,0.0
1700-1800,Gesellschaftsschrift|Mitgliederverzeichnis,6,155611,0.0
1700-1800,Gesellschaftsschrift|Traktat,6,155611,0.0
1700-1800,Hausväterliteratur|Landwirtschaft,6,155611,0.0
1700-1800,Jugendsachbuch|Geographie,6,155611,0.0
1700-1800,Kirchenlied|Gelegenheitsschrift:Geburtstag,6,155611,0.0
1700-1800,Kolportageliteratur|Flugschrift,6,155611,0.0
1700-1800,Konkordanz,6,155611,0.0
1700-1800,Kriegskunde|Richtlinie,6,155611,0.0
1700-1800,Leichenpredigt|Lyrik,6,155611,0.0
1700-1800,Lyrik|Briefsammlung,6,155611,0.0
1700-1800,Lyrik|Gelegenheitsschrift:Einweihung,6,155611,0.0
1700-1800,Lyrik|Rede,6,155611,0.0
1700-1800,Predigt|Erbauungsliteratur,6,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Abschied,6,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Gedenken,6,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Konversion,6,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Tod,6,155611,0.0
1700-1800,Predigt|Streitschrift:theol.,6,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Geburtstag,6,155611,0.0
1700-1800,Schulbuch|Fibel,6,155611,0.0
1700-1800,Schulbuch|Geographie,6,155611,0.0
1700-1800,Schulbuch|Pädagogik,6,155611,0.0
1700-1800,Schulbuch|Wörterbuch,6,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Amtsantritt,6,155611,0.0
1700-1800,Streitschrift:jur.|Amtsdruckschrift,6,155611,0.0
1700-1800,Tabelle|Amtsdruckschrift,6,155611,0.0
1700-1800,Topographie|Lyrik|Gelegenheitsschrift:Geburtstag,6,155611,0.0
1700-1800,Traktat|Geldwesen,6,155611,0.0
1700-1800,Traktat|Streitschrift,6,155611,0.0
1700-1800,Trivialliteratur,6,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Amtsantritt,6,155611,0.0
1700-1800,Vorlesungsverzeichnis,6,155611,0.0
1700-1800,map,6,155611,0.0
1700-1800,Altertumskunde|Archäologie,5,155611,0.0
1700-1800,Amtsdruckschrift|Streitschrift:jur.,5,155611,0.0
1700-1800,Anleitung|Hausväterliteratur,5,155611,0.0
1700-1800,Anleitung|Landwirtschaft,5,155611,0.0
1700-1800,Anzeige,5,155611,0.0
1700-1800,Bibel|Kommentar: theol.,5,155611,0.0
1700-1800,Bildband,5,155611,0.0
1700-1800,Biographie|Briefsammlung,5,155611,0.0
1700-1800,Biographie|Genealogie,5,155611,0.0
1700-1800,Briefsammlung|Epik,5,155611,0.0
1700-1800,Bücheranzeige|Medizin,5,155611,0.0
1700-1800,Dissertation:phil.,5,155611,0.0
1700-1800,Einblattdruck|Gelegenheitsschrift,5,155611,0.0
1700-1800,Einblattdruck|Tabelle,5,155611,0.0
1700-1800,Einführung|Medizin,5,155611,0.0
1700-1800,Emblembuch,5,155611,0.0
1700-1800,Epikedeion|Lyrik,5,155611,0.0
1700-1800,Erbauungsliteratur|Rede,5,155611,0.0
1700-1800,Erbauungsliteratur|Streitschrift:theol.,5,155611,0.0
1700-1800,Flugschrift|Gelegenheitsschrift:Tod,5,155611,0.0
1700-1800,Frauenliteratur|Anstandsliteratur,5,155611,0.0
1700-1800,Frauenliteratur|Satire,5,155611,0.0
1700-1800,Geldwesen|Amtsdruckschrift,5,155611,0.0
1700-1800,Geldwesen|Auktionskatalog,5,155611,0.0
1700-1800,Gelegenheitsschrift:Abschied|Libretto,5,155611,0.0
1700-1800,Gelegenheitsschrift:Amtsantritt|Schulprogramm,5,155611,0.0
1700-1800,Gelegenheitsschrift:Gedenken|Gelegenheitsschrift:Tod,5,155611,0.0
1700-1800,Gelegenheitsschrift:Jubiläum|Gebet,5,155611,0.0
1700-1800,Gelegenheitsschrift:Jubiläum|Libretto,5,155611,0.0
1700-1800,Gelegenheitsschrift:Jubiläum|Predigtsammlung,5,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Elegie,5,155611,0.0
1700-1800,Gesellschaftsschrift|Lyrik,5,155611,0.0
1700-1800,Gynäkologie|Chirurgie,5,155611,0.0
1700-1800,Jagdliteratur,5,155611,0.0
1700-1800,Jugendbuch|Erbauungsliteratur,5,155611,0.0
1700-1800,Katechismus|Kommentar: theol.,5,155611,0.0
1700-1800,KinderbuchJugendbuch,5,155611,0.0
1700-1800,Kirchenlied|Gelegenheitsschrift,5,155611,0.0
1700-1800,Kirchenlied|Gelegenheitsschrift:Jubiläum,5,155611,0.0
1700-1800,Kolportageliteratur|Flugschrift|Lyrik,5,155611,0.0
1700-1800,Kriegskunde|Traktat,5,155611,0.0
1700-1800,Landwirtschaft|Ratgeber,5,155611,0.0
1700-1800,Leichenpredigt|Biographie|Epikedeion,5,155611,0.0
1700-1800,Leichenpredigt|Rede|Epikedeion,5,155611,0.0
1700-1800,Libretto|Gelegenheitsschrift:Jubiläum,5,155611,0.0
1700-1800,Libretto|Gelegenheitsschrift:Krönung,5,155611,0.0
1700-1800,Lied|Gelegenheitsschrift:Hochzeit,5,155611,0.0
1700-1800,Lyrik|Bücheranzeige,5,155611,0.0
1700-1800,Lyrik|Gelegenheitsschrift:Begrüßung,5,155611,0.0
1700-1800,Lyrik|Gelegenheitsschrift:Geburt,5,155611,0.0
1700-1800,Mathematik|Tabelle,5,155611,0.0
1700-1800,Mechanik|Anleitung,5,155611,0.0
1700-1800,Medizin|Gesellschaftsschrift,5,155611,0.0
1700-1800,Ordensliteratur:Augustiner-Barfüßer,5,155611,0.0
1700-1800,Ordensliteratur:Franziskaner,5,155611,0.0
1700-1800,Ordensliteratur:Franziskaner|Heiligenvita,5,155611,0.0
1700-1800,Predigtsammlung|Kommentar: theol.,5,155611,0.0
1700-1800,Predigtsammlung|Ordensliteratur:Jesuiten,5,155611,0.0
1700-1800,Predigtsammlung|Rede,5,155611,0.0
1700-1800,Predigt|Bücheranzeige,5,155611,0.0
1700-1800,Rede|Erbauungsliteratur,5,155611,0.0
1700-1800,Rede|Freimaurerliteratur,5,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Einweihung,5,155611,0.0
1700-1800,Rede|Gesellschaftsschrift,5,155611,0.0
1700-1800,Roman|Erotische Literatur,5,155611,0.0
1700-1800,Satire|Drama,5,155611,0.0
1700-1800,Schulbuch|Jugendsachbuch,5,155611,0.0
1700-1800,Schulbuch|Mathematik,5,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Gedenken|Geldwesen,5,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Jubiläum|Gelegenheitsschrift:Einladung,5,155611,0.0
1700-1800,Schulprogramm|Pädagogik,5,155611,0.0
1700-1800,Statistik,5,155611,0.0
1700-1800,Streitschrift:jur.|Streitschrift:theol.,5,155611,0.0
1700-1800,Streitschrift:theol.|Ordensliteratur:Jesuiten,5,155611,0.0
1700-1800,Streitschrift:theol.|Streitschrift:polit.,5,155611,0.0
1700-1800,Streitschrift:theol.|Traktat,5,155611,0.0
1700-1800,Streitschrift|Genealogie,5,155611,0.0
1700-1800,Subskribentenliste|Lyrik,5,155611,0.0
1700-1800,Subskriptionsanzeige,5,155611,0.0
1700-1800,Tabelle|Verordnung,5,155611,0.0
1700-1800,Theaterzettel|Einblattdruck,5,155611,0.0
1700-1800,Tiermedizin|Seuchenschrift,5,155611,0.0
1700-1800,Topographie|Chronik,5,155611,0.0
1700-1800,Traktat|Erbauungsliteratur,5,155611,0.0
1700-1800,Traktat|Medizin,5,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Tod,5,155611,0.0
1700-1800,Verordnung|Geldwesen|Einblattdruck,5,155611,0.0
1700-1800,Verordnung|Gelegenheitsschrift:Tod,5,155611,0.0
1700-1800,Volksschrifttum,5,155611,0.0
1700-1800,Zitatensammlung,5,155611,0.0
1700-1800,Amtsdruckschrift|Brief,4,155611,0.0
1700-1800,Amtsdruckschrift|Gelegenheitsschrift:Tod,4,155611,0.0
1700-1800,Amtsdruckschrift|Gesellschaftsschrift,4,155611,0.0
1700-1800,Auktionskatalog|Verkaufskatalog,4,155611,0.0
1700-1800,Bericht|Kriegskunde,4,155611,0.0
1700-1800,Bibliothekskatalog,4,155611,0.0
1700-1800,Biographie|Gelegenheitsschrift:Gedenken,4,155611,0.0
1700-1800,Biographie|Porträtwerk,4,155611,0.0
1700-1800,Briefsammlung|Roman,4,155611,0.0
1700-1800,Brief|Amtsdruckschrift,4,155611,0.0
1700-1800,Brief|Amtsdruckschrift|Streitschrift:jur.,4,155611,0.0
1700-1800,Brief|Gelegenheitsschrift:Tod,4,155611,0.0
1700-1800,Brief|Medizin,4,155611,0.0
1700-1800,Brief|Streitschrift:polit.,4,155611,0.0
1700-1800,Bücheranzeige|Epik,4,155611,0.0
1700-1800,Bücheranzeige|Roman,4,155611,0.0
1700-1800,Chirurgie|Gynäkologie,4,155611,0.0
1700-1800,Dissertation:jur.|Dissertation,4,155611,0.0
1700-1800,Einblattdruck|Gelegenheitsschrift:Hochzeit,4,155611,0.0
1700-1800,Epikedeion|Einblattdruck,4,155611,0.0
1700-1800,Epik|Briefsammlung,4,155611,0.0
1700-1800,Epik|Bücheranzeige,4,155611,0.0
1700-1800,Erbauungsliteratur|Biographie,4,155611,0.0
1700-1800,Erbauungsliteratur|Liedersammlung,4,155611,0.0
1700-1800,Erbauungsliteratur|Predigt,4,155611,0.0
1700-1800,Erzählung|Bücheranzeige,4,155611,0.0
1700-1800,Erzählung|Fabel,4,155611,0.0
1700-1800,Erzählung|Jugendbuch,4,155611,0.0
1700-1800,Fallsammlung,4,155611,0.0
1700-1800,Festbeschreibung|Libretto,4,155611,0.0
1700-1800,Fibel,4,155611,0.0
1700-1800,Flugschrift|Kolportageliteratur|Lyrik,4,155611,0.0
1700-1800,Flugschrift|Kriegskunde,4,155611,0.0
1700-1800,Flugschrift|Vertrag,4,155611,0.0
1700-1800,Frauenliteratur|Ratgeber,4,155611,0.0
1700-1800,Gartenbau|Landwirtschaft,4,155611,0.0
1700-1800,Gebet|Gelegenheitsschrift:Friedensschluß,4,155611,0.0
1700-1800,Gelegenheitsschrift:Abschied|Predigt,4,155611,0.0
1700-1800,Gelegenheitsschrift:Amtsantritt|Rede,4,155611,0.0
1700-1800,Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Amtsantritt,4,155611,0.0
1700-1800,Gelegenheitsschrift:Einweihung|Predigt,4,155611,0.0
1700-1800,Gelegenheitsschrift:Fest|Gelegenheitsschrift:Jubiläum,4,155611,0.0
1700-1800,Gelegenheitsschrift:Fest|Predigt,4,155611,0.0
1700-1800,Gelegenheitsschrift:Friedensschluß|Lyrik,4,155611,0.0
1700-1800,Gelegenheitsschrift:Geburt|Gelegenheitsschrift:Begrüßung|Lyrik,4,155611,0.0
1700-1800,Gelegenheitsschrift:Hochzeit|Satire,4,155611,0.0
1700-1800,Gelegenheitsschrift:Namenstag|Lied,4,155611,0.0
1700-1800,Gelegenheitsschrift:Promotion|Universitätsprogramm,4,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Epikedeion|Einblattdruck,4,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Lyrik|Figurengedicht,4,155611,0.0
1700-1800,Gelegenheitsschrift|Lied,4,155611,0.0
1700-1800,Geographie|Handbuch,4,155611,0.0
1700-1800,Gesangbuch|Liedersammlung,4,155611,0.0
1700-1800,Gesangbuch|Lyrik,4,155611,0.0
1700-1800,Grammatik|Sprachführer,4,155611,0.0
1700-1800,Gynäkologie|Ratgeber,4,155611,0.0
1700-1800,Handbuch|Landwirtschaft,4,155611,0.0
1700-1800,Hochschulschrift|Amtsdruckschrift|Verordnung,4,155611,0.0
1700-1800,Hochschulschrift|Einblattdruck,4,155611,0.0
1700-1800,Hochschulschrift|Gelegenheitsschrift:Begrüßung,4,155611,0.0
1700-1800,Judaicum|Brief,4,155611,0.0
1700-1800,Jugendbuch|Lyrik,4,155611,0.0
1700-1800,Katechismus|Schulbuch,4,155611,0.0
1700-1800,Komödie|Libretto,4,155611,0.0
1700-1800,Kriegskunde|Amtsdruckschrift,4,155611,0.0
1700-1800,Kriegskunde|Bericht,4,155611,0.0
1700-1800,Kriegskunde|Lyrik,4,155611,0.0
1700-1800,Kriegskunde|Streitschrift:polit.,4,155611,0.0
1700-1800,Lehrmittel,4,155611,0.0
1700-1800,Leichenpredigt|Gelegenheitsschrift:Tod|Lyrik,4,155611,0.0
1700-1800,Lexikon|Kriegskunde,4,155611,0.0
1700-1800,Libretto|Gelegenheitsschrift:Einweihung,4,155611,0.0
1700-1800,Liedersammlung|Bücheranzeige,4,155611,0.0
1700-1800,Lyrik / Lied / Elegie / Ballade / Epigramm,4,155611,0.0
1700-1800,Lyrik|Gelegenheitsschrift:Krönung,4,155611,0.0
1700-1800,Lyrik|Lied,4,155611,0.0
1700-1800,Lyrik|Streitschrift,4,155611,0.0
1700-1800,Medizin|Rede,4,155611,0.0
1700-1800,Musikbuch|Musiknoten,4,155611,0.0
1700-1800,Optik,4,155611,0.0
1700-1800,Ordensliteratur:Augustiner-Eremiten,4,155611,0.0
1700-1800,Ordensliteratur:Jesuiten|Rede,4,155611,0.0
1700-1800,Ordensliteratur:Zisterzienser,4,155611,0.0
1700-1800,Predigtsammlung|Subskribentenliste,4,155611,0.0
1700-1800,Preisschrift|Landwirtschaft,4,155611,0.0
1700-1800,Pädagogik|Traktat,4,155611,0.0
1700-1800,Quelle|Amtsdruckschrift,4,155611,0.0
1700-1800,Ratgeber|Frauenliteratur,4,155611,0.0
1700-1800,Ratgeber|Seuchenschrift,4,155611,0.0
1700-1800,Rechenbuch|Mathematik,4,155611,0.0
1700-1800,Rede|Lyrik|Gelegenheitsschrift:Geburtstag,4,155611,0.0
1700-1800,Reisebericht|Topographie,4,155611,0.0
1700-1800,Richtlinie|Kriegskunde,4,155611,0.0
1700-1800,Rituale,4,155611,0.0
1700-1800,Schauspiel|Gelegenheitsschrift:Geburtstag,4,155611,0.0
1700-1800,Schulbuch|Bücheranzeige,4,155611,0.0
1700-1800,Schulbuch|Rechenbuch,4,155611,0.0
1700-1800,Streitschrift:polit.|Traktat,4,155611,0.0
1700-1800,Streitschrift:theol.|Erbauungsliteratur,4,155611,0.0
1700-1800,Streitschrift|Flugschrift,4,155611,0.0
1700-1800,Streitschrift|Konsilium,4,155611,0.0
1700-1800,Totentanz,4,155611,0.0
1700-1800,Traktat|Alchemie,4,155611,0.0
1700-1800,Traktat|Altertumskunde,4,155611,0.0
1700-1800,Traktat|Kirchenlied,4,155611,0.0
1700-1800,Traktat|Predigtsammlung,4,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Tod|Epikedeion,4,155611,0.0
1700-1800,Verkaufskatalog|Buchhandelskatalog,4,155611,0.0
1700-1800,Verserzählung,4,155611,0.0
1700-1800,Adressbuch,3,155611,0.0
1700-1800,Alchemie|Bücheranzeige,3,155611,0.0
1700-1800,Alchemie|Medizin,3,155611,0.0
1700-1800,Alchemie|Traktat,3,155611,0.0
1700-1800,Amtsdruckschrift|Architektur|Tabelle|Formularsammlung,3,155611,0.0
1700-1800,Amtsdruckschrift|Geldwesen,3,155611,0.0
1700-1800,Amtsdruckschrift|Medizin,3,155611,0.0
1700-1800,Amtsdruckschrift|Streitschrift:polit.,3,155611,0.0
1700-1800,Amtsdruckschrift|Vertrag,3,155611,0.0
1700-1800,Anleitung|Mechanik,3,155611,0.0
1700-1800,Anthologie|Epik,3,155611,0.0
1700-1800,Ballade,3,155611,0.0
1700-1800,Bericht|Chronik,3,155611,0.0
1700-1800,Bibliographie|Zeitschrift,3,155611,0.0
1700-1800,Biographie|Bücheranzeige,3,155611,0.0
1700-1800,Biographie|Ordensliteratur:Jesuiten,3,155611,0.0
1700-1800,Biographie|Subskribentenliste,3,155611,0.0
1700-1800,Botanik|Pflanzenbuch,3,155611,0.0
1700-1800,Briefsammlung|Biographie,3,155611,0.0
1700-1800,Briefsammlung|Briefsteller,3,155611,0.0
1700-1800,Briefsammlung|Bücheranzeige,3,155611,0.0
1700-1800,Briefsammlung|Erbauungsliteratur,3,155611,0.0
1700-1800,Briefsammlung|Geldwesen,3,155611,0.0
1700-1800,Briefsammlung|Traktat,3,155611,0.0
1700-1800,Bücheranzeige|Anstandsliteratur,3,155611,0.0
1700-1800,Bücheranzeige|Schauspiel,3,155611,0.0
1700-1800,Bücheranzeige|Traktat,3,155611,0.0
1700-1800,Chronik|Topographie,3,155611,0.0
1700-1800,Dissertation,3,155611,0.0
1700-1800,Drama|Bücheranzeige,3,155611,0.0
1700-1800,Drama|Gelegenheitsschrift:Hochzeit,3,155611,0.0
1700-1800,Drama|Judaicum,3,155611,0.0
1700-1800,Drama|Lyrik,3,155611,0.0
1700-1800,Drama|Pädagogik|Frauenliteratur,3,155611,0.0
1700-1800,Einblattdruck|Anzeige,3,155611,0.0
1700-1800,Einblattdruck|Geldwesen,3,155611,0.0
1700-1800,Einblattdruck|Gelegenheitsschrift:Einweihung,3,155611,0.0
1700-1800,Einblattdruck|Gelegenheitsschrift:Geburt,3,155611,0.0
1700-1800,Einblattdruck|Kolportageliteratur,3,155611,0.0
1700-1800,Elegie,3,155611,0.0
1700-1800,Epigramm,3,155611,0.0
1700-1800,Epik / Epos / Verserzählung / Roman / Erzählung,3,155611,0.0
1700-1800,Epikedeion|Gelegenheitsschrift:Tod|Leichenpredigt,3,155611,0.0
1700-1800,Epik|Roman,3,155611,0.0
1700-1800,Erbauungsliteratur|Briefsammlung,3,155611,0.0
1700-1800,Erbauungsliteratur|Bücheranzeige,3,155611,0.0
1700-1800,Erbauungsliteratur|Gebetbuch|Gesangbuch,3,155611,0.0
1700-1800,Erbauungsliteratur|Gesangbuch,3,155611,0.0
1700-1800,Erbauungsliteratur|Heiligenvita,3,155611,0.0
1700-1800,Erbauungsliteratur|Jugendbuch,3,155611,0.0
1700-1800,Erbauungsliteratur|Ordensliteratur:Kapuziner,3,155611,0.0
1700-1800,Erbauungsliteratur|Predigtsammlung|Katechismus,3,155611,0.0
1700-1800,Erbauungsliteratur|Roman,3,155611,0.0
1700-1800,Erotische Literatur|Roman,3,155611,0.0
1700-1800,Fabel|Erzählung,3,155611,0.0
1700-1800,Festbeschreibung|Einblattdruck,3,155611,0.0
1700-1800,Festbeschreibung|Gelegenheitsschrift:Geburtstag,3,155611,0.0
1700-1800,Fiktionale Darstellung|Lyrik,3,155611,0.0
1700-1800,Flugschrift|Gelegenheitsschrift:Friedensschluß,3,155611,0.0
1700-1800,Flugschrift|Rede,3,155611,0.0
1700-1800,Flugschrift|Tabelle,3,155611,0.0
1700-1800,Frauenliteratur|Erzählung,3,155611,0.0
1700-1800,Frauenliteratur|Gebetbuch,3,155611,0.0
1700-1800,Freimaurerliteratur|Lyrik|Gelegenheitsschrift:Geburtstag,3,155611,0.0
1700-1800,Gebetbuch|Liedersammlung,3,155611,0.0
1700-1800,Gebet|Einblattdruck,3,155611,0.0
1700-1800,Geldwesen|Edikt,3,155611,0.0
1700-1800,Geldwesen|Handbuch,3,155611,0.0
1700-1800,Gelegenheitsschrift:Abschied|Gelegenheitsschrift:Amtsantritt|Lyrik,3,155611,0.0
1700-1800,Gelegenheitsschrift:Begrüßung|Libretto,3,155611,0.0
1700-1800,Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Jubiläum,3,155611,0.0
1700-1800,Gelegenheitsschrift:Fest|Lied,3,155611,0.0
1700-1800,Gelegenheitsschrift:Friedensschluß|Flugschrift,3,155611,0.0
1700-1800,Gelegenheitsschrift:Friedensschluß|Gelegenheitsschrift:Fest,3,155611,0.0
1700-1800,Gelegenheitsschrift:Friedensschluß|Vertrag,3,155611,0.0
1700-1800,Gelegenheitsschrift:Geburt|Libretto,3,155611,0.0
1700-1800,Gelegenheitsschrift:Gedenken|Gelegenheitsschrift:Einladung,3,155611,0.0
1700-1800,Gelegenheitsschrift:Hochzeit|Festbeschreibung,3,155611,0.0
1700-1800,Gelegenheitsschrift:Hochzeit|Genealogie,3,155611,0.0
1700-1800,Gelegenheitsschrift:Hochzeit|Lyrik|Einblattdruck,3,155611,0.0
1700-1800,Gelegenheitsschrift:Jubiläum|Rede,3,155611,0.0
1700-1800,Gelegenheitsschrift:Namenstag|Libretto,3,155611,0.0
1700-1800,Gelegenheitsschrift:Neujahr|Predigt,3,155611,0.0
1700-1800,Gelegenheitsschrift:Taufe,3,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Amtsdruckschrift,3,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Biographie|Lyrik,3,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Brief,3,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Gelegenheitsschrift:Einladung,3,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Gelegenheitsschrift:Krönung,3,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Genealogie,3,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Gesellschaftsschrift,3,155611,0.0
1700-1800,Gelegenheitsschrift:Tod|Leichenpredigtsammlung,3,155611,0.0
1700-1800,Gelegenheitsschrift|Gebet|Einblattdruck,3,155611,0.0
1700-1800,Gelegenheitsschrift|Predigt,3,155611,0.0
1700-1800,Gelegenheitsschrift|Rede,3,155611,0.0
1700-1800,Genealogie|Biographie,3,155611,0.0
1700-1800,Genealogie|Streitschrift:jur.,3,155611,0.0
1700-1800,Geographie|Reisebericht,3,155611,0.0
1700-1800,Geometrie|Schulbuch,3,155611,0.0
1700-1800,Gesangbuch|Katechismus,3,155611,0.0
1700-1800,Gesellschaftsschrift|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Fest|Gelegenheitsschrift:Jubiläum,3,155611,0.0
1700-1800,Gynäkologie|Anatomie,3,155611,0.0
1700-1800,Handbuch|Chemie,3,155611,0.0
1700-1800,Handbuch|Chirurgie,3,155611,0.0
1700-1800,Handbuch|Ordensliteratur:Benediktiner,3,155611,0.0
1700-1800,Heiligenvita|Erbauungsliteratur,3,155611,0.0
1700-1800,Hochschulschrift|Gelegenheitsschrift,3,155611,0.0
1700-1800,Hochschulschrift|Gelegenheitsschrift:Einladung,3,155611,0.0
1700-1800,Hochschulschrift|Rede,3,155611,0.0
1700-1800,Jugendsachbuch|Anthologie,3,155611,0.0
1700-1800,Kindersachbuch,3,155611,0.0
1700-1800,Kirchenlied|Gelegenheitsschrift:Fest,3,155611,0.0
1700-1800,Kirchenlied|Libretto,3,155611,0.0
1700-1800,Kochbuch|Ratgeber,3,155611,0.0
1700-1800,Kolportageliteratur|Biographie,3,155611,0.0
1700-1800,Kolportageliteratur|Lyrik|Flugschrift,3,155611,0.0
1700-1800,Kommentar: theol.|Kommentar:|theol.,3,155611,0.0
1700-1800,Konsilium|Genealogie,3,155611,0.0
1700-1800,Kriegskunde|Anleitung,3,155611,0.0
1700-1800,Kriegskunde|Chronik,3,155611,0.0
1700-1800,Kriegskunde|Einblattdruck,3,155611,0.0
1700-1800,Kriegskunde|Subskribentenliste,3,155611,0.0
1700-1800,Kriegskunde|Verordnung,3,155611,0.0
1700-1800,Landwirtschaft|Bücheranzeige,3,155611,0.0
1700-1800,Landwirtschaft|Gartenbau,3,155611,0.0
1700-1800,Landwirtschaft|Preisschrift,3,155611,0.0
1700-1800,Leichenpredigt|Epikedeion|Gelegenheitsschrift:Tod,3,155611,0.0
1700-1800,Libretto|Gelegenheitsschrift:Friedensschluß,3,155611,0.0
1700-1800,Libretto|Gelegenheitsschrift:Neujahr,3,155611,0.0
1700-1800,Libretto|Schäferdichtung,3,155611,0.0
1700-1800,Liedersammlung|Gesangbuch,3,155611,0.0
1700-1800,Lied|Gelegenheitsschrift,3,155611,0.0
1700-1800,Lyrik|Biographie,3,155611,0.0
1700-1800,Lyrik|Brief,3,155611,0.0
1700-1800,Lyrik|Drama,3,155611,0.0
1700-1800,Lyrik|Einblattdruck,3,155611,0.0
1700-1800,Lyrik|Fabel,3,155611,0.0
1700-1800,Lyrik|Gelegenheitsschrift:Tod|Einblattdruck,3,155611,0.0
1700-1800,Lyrik|Ordensliteratur:Jesuiten,3,155611,0.0
1700-1800,Lyrik|Schulbuch,3,155611,0.0
1700-1800,Lyrik|Topographie,3,155611,0.0
1700-1800,Mathematik|Gesellschaftsschrift,3,155611,0.0
1700-1800,Mathematik|Lexikon,3,155611,0.0
1700-1800,Medizin|Anatomie,3,155611,0.0
1700-1800,Medizin|Chemie,3,155611,0.0
1700-1800,Medizin|Einblattdruck,3,155611,0.0
1700-1800,Medizin|Einführung,3,155611,0.0
1700-1800,Medizin|Pharmakopöe,3,155611,0.0
1700-1800,Medizin|Preisschrift,3,155611,0.0
1700-1800,Medizin|Schulbuch,3,155611,0.0
1700-1800,Medizin|Topographie,3,155611,0.0
1700-1800,Meßkatalog|Buchhandelskatalog,3,155611,0.0
1700-1800,Missale,3,155611,0.0
1700-1800,Musikbuch|Anleitung,3,155611,0.0
1700-1800,Musikbuch|Streitschrift,3,155611,0.0
1700-1800,Ordensliteratur:Augustiner-Chorherren,3,155611,0.0
1700-1800,Ordensliteratur:Kapuziner,3,155611,0.0
1700-1800,Ordensliteratur:Karmeliter,3,155611,0.0
1700-1800,Ortsverzeichnis,3,155611,0.0
1700-1800,Pharmakopöe,3,155611,0.0
1700-1800,Physik|Astronomie,3,155611,0.0
1700-1800,Physik|Medizin,3,155611,0.0
1700-1800,Predigtsammlung|Lyrik,3,155611,0.0
1700-1800,Predigt|Gebet,3,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift,3,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Hochzeit,3,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Krönung,3,155611,0.0
1700-1800,Preisschrift|Medizin,3,155611,0.0
1700-1800,Pädagogik|Schulbuch,3,155611,0.0
1700-1800,Ratgeber|Landwirtschaft,3,155611,0.0
1700-1800,Ratgeber|Pädagogik,3,155611,0.0
1700-1800,Rechenbuch|Schulbuch,3,155611,0.0
1700-1800,Rede|Biographie,3,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Abschied,3,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Gedenken,3,155611,0.0
1700-1800,Rede|Kriegskunde,3,155611,0.0
