obj_id,title,dates,dc_type,silver_tier,era,all_tokens,ddb_link
5527O2T5GVSLVQCZ7ZLEQMQZGHR5ZUL4,"Unsere [et]c. Es ist auf vorgepflogene Communication mit der Landschaft des Fürstenthums Lüneburg beliebet worden, die Tranck- oder Bier-Steuer, welche mit Ausgang Junii dieses Jahres zu Ende gehen würde, annoch Sechs Jahre ... continuiren zu lassen ... Hannover den 6ten Januarii 1773.",1773 - ,Amtsdruckschrift|Einblattdruck|Monografie,0,unknown,48,https://www.deutsche-digitale-bibliothek.de/item/5527O2T5GVSLVQCZ7ZLEQMQZGHR5ZUL4
UEY4ELMPTRWTZG7YVQMVNB67HWI53F5N,Zweites Hauptstück.,1798,Kapitel,0,1700-1800,3,https://www.deutsche-digitale-bibliothek.de/item/UEY4ELMPTRWTZG7YVQMVNB67HWI53F5N
MSHBPQ66YYOQ2SAIJBASLQC2QOK5OYE7,XXIV. Eine Röhren zu zurichten/ auß welcher Wasser und Wein/ auch in solcher menge/ als man verlanget/ fliesset.,1688,Kapitel,0,pre-1700,24,https://www.deutsche-digitale-bibliothek.de/item/MSHBPQ66YYOQ2SAIJBASLQC2QOK5OYE7
5PT7IIAOSSL5O4WFIPVU2DUC5KNGR6HR,"Variorum discursuum Bohemicorum Nervus :Continuatio I ; Hussiten Glock ; Discurs, ob die Evangelischen böhm. Stände vertilgt werden können",1618,Monografie,0,pre-1700,22,https://www.deutsche-digitale-bibliothek.de/item/5PT7IIAOSSL5O4WFIPVU2DUC5KNGR6HR
4JG3CDACQXSXXEFIQEKEFG2O722D36P3,XIV. Lobt des Herren werten Nam' [mit hss. Notentext],1616,Abschnitt,0,pre-1700,14,https://www.deutsche-digitale-bibliothek.de/item/4JG3CDACQXSXXEFIQEKEFG2O722D36P3
FQG6KMHKFRDKKRXQ7BWFYZNTUR3KYDOR,"Erster Versuch einer erläuterten Geschlechts-Geschichte Der ältesten Anherrn des Bairischen Hauses :Womit zugleich ein den 28 Merz 1776 in der Fürstlichen Schule zu Zweybrücken zu begehendes Gedächtnis und Dankfest eine Handlung der traurigsten Pflicht gegen den Weyland Durchleuchtigsten Herzogen und gnädigsten Herrn Herrn Christian den IIII Pfalzgraven bey Rhein und Herzogen in Baiern und der frölichsten dankvollsten Ehrfurcht gegen den nunmehrigen Vater des Vaterlands und Beschützer der Musen den Durchleuchtigsten Herzogen und gnädigsten Herrn Herrn Karl August Christian, Pfalzgraven bey Rhein Herzogen in Baiern Jülich Klev und Berg [et]c. [et]c.",1776,Monografie,1,1700-1800,98,https://www.deutsche-digitale-bibliothek.de/item/FQG6KMHKFRDKKRXQ7BWFYZNTUR3KYDOR
SF4XWUICBSM4HA5HZ5XPKVVHMLLN6F4S,Iustus Electoralis Saxonicus Fasciculo Viventium Involutus :Fünff Christliche Klag und TrostPredigten/ uber den Tödtlichen hochbekümmerten Abschied/ des Weiland: Durchlauchtigsten ... Herrn Christiani deß Andern/ Hertzogen zu Sachsen/ ... des Heiligen Römischen Reichs Ertzmarschaln und Churfürsten/ ... Alß S. Churf. G. in der Schloßkirchen zu Dreßden nieder/ auch folgends zu Freibergk in der DomKirchen/ beygesetzt worden/ auß den vierten Capitel des Buchs der Weißheit/ und den fünff und zwantzigsten Capitel/ des ersten Buchs Samuelis/ gethan,1612,Monografie,0,pre-1700,88,https://www.deutsche-digitale-bibliothek.de/item/SF4XWUICBSM4HA5HZ5XPKVVHMLLN6F4S
XSYNKDHOUL4B4IEGDZWQIK7LPRGEFIN5,"Widerruff Das die Münch vnd Pfaffen im Hertzogthumb Bayern, wider das Zeugnuß jres Gewissens vnd die geoffenbarte Warheit Bäpstisch sein und bleiben wöllen :In wölchem gehandelt würt, von den fürnembsten und allen Menschen nötigsten Artickeln vnserer Christlichen Religion, Nämlich von vergebung der Sünden, vnd vergwissung vnser Seligkeit, allein durch den einigen verdienst Christi ; Wider D. Lautherium vnd Frater Johann Naß gestellet",1569,Monografie,0,pre-1700,68,https://www.deutsche-digitale-bibliothek.de/item/XSYNKDHOUL4B4IEGDZWQIK7LPRGEFIN5
JYFYIBOVQL4CRTEVPGEEDK36HANB2SDK,Vierzehntes Kapitel. Kirchengüter. Ihre Zu- und Abnahme. Kirchenvögte.,1778,Kapitel,0,1700-1800,12,https://www.deutsche-digitale-bibliothek.de/item/JYFYIBOVQL4CRTEVPGEEDK36HANB2SDK
MQUMB56JAWBMUVUT5ULNBYES7QSQ6KME,"Uebersicht des Waaren-Ausganges und der erhobenen Ausgangs-Zölle in sämmtlichen Staaten des Zoll-Vereins nach den Grenzstrecken des Ausganges :für das Jahr, 1864",1864,Heft,1,19th-c,23,https://www.deutsche-digitale-bibliothek.de/item/MQUMB56JAWBMUVUT5ULNBYES7QSQ6KME
WGUD5A2XPLNOKARNWVRHXTVES3OYA7SM,"Von Gottes Gnaden Friderich, König von Preußen, Marggraff zu Brandenburg; des Heil. Röm. Reichs Ertz-Cämmerer und Churfürst [et]c. [et]c. Unsern gnädigen Gruß und geneigten Willen zuvor! Würdige, Hochwohlgebohrne, Wohlgebohrne, Veste, Hochgelahrte Räthe, besonders Liebe und Liebe Getreue! Da die meisten Unserer Unterthanen auf dem platten Lande, ja selbst Bürger in denen Städten, wenn ihnen auch die von Uns erlassene Verordnungen in Collateral-Stempel-Sachen publiciret werden, solche, zumahl wegen der Ehegatten, nicht gehörig nachsuchen, beurtheilen und anwenden; So haben Wir ... resolviret, daß die Unter-Gerichte die Unterthanen erinnern sollen, daß dieselben sich bey ihren Richtern über die zu erlegende Stempel-Gebühren belehren lassen, um nicht in Straffe zu verfallen ... : Gegeben zu Berlin, den 3. November 1773.",1773,Amtsdruckschrift|Verordnung|Einblattdruck|Monografie,1,1700-1800,144,https://www.deutsche-digitale-bibliothek.de/item/WGUD5A2XPLNOKARNWVRHXTVES3OYA7SM
GUOMXGNYMZSJDHMIUA6USPW3HUJJYNZ4,"Lebens-Beschreibungen Der Biblischen Scribenten. [11], Georgii Serpilii, S. Salomo, Unterschidliche Gedancken, Uber dieses Israelitischen Königs Leben und Regierung, Glücks- und Unglücks-Fälle, Schrifften und Seeligkeit, Zur Continuation Der Biblischen Scribenten",1715,Band,0,1700-1800,39,https://www.deutsche-digitale-bibliothek.de/item/GUOMXGNYMZSJDHMIUA6USPW3HUJJYNZ4
SZBW7E5QUANKCDHGPHKQZTGMXB5DC7AC,Entschuldigung.,1842,Abschnitt,0,19th-c,2,https://www.deutsche-digitale-bibliothek.de/item/SZBW7E5QUANKCDHGPHKQZTGMXB5DC7AC
BIYCJCCCSSDXKTXH66UON2P2DLFFF7N3,"Moritz, Karl Philipp: Reisen eines Deutschen in Italien in den Jahren 1786 bis 1788 / in Briefen von Karl Philipp Moritz. - Berlin : Maurer Th. 3. - 1793",1793,Aufsatz,2,1700-1800,33,https://www.deutsche-digitale-bibliothek.de/item/BIYCJCCCSSDXKTXH66UON2P2DLFFF7N3
BHZYBQO33BLXODOB6GNNJF7FLPPZWG4L,"Visio Apocalyptica, Das ist: Ein Fürbild des Jüngsten Gerichts : Dem H. Evangelisten und Apostel Johanni im Gesicht gezeiget/ Offenb. c. XIV. v. 14. ; Zum Christlichen Ehren-Gedächtniß/ Der Weiland Wol-Edlen und Hoch-Tugendreichen Frawen/ Fr. Richel Dorothea/ gebornen Stöteroggen/ Des Wol-Edlen/ Vesten/ und Hochweisen Herrn H. Hieronymi von Lafferdt/ Wolverdienten Bürgermeisters der Stadt Lüneburg/ und itziger Zeit Directoris, Hertzliebsten Ehegemahlinn S./ Welche den 3. Jun. 1668. Jahrs/ Abends gegen 10. Uhr/ sanfft und selig im HErrn entschlaffen/ Un[d] darauf den 10. desselbigen Monats/ dem Leibe nach/ mit Christlichen Ceremonien in der Herrn von Lafferden Erb-Capelle in S. Joh. Kirche beygesetzet worden. Auff Begehren erkläret/ und heraus gegeben",1669 - ,Leichenpredigt|Monografie,1,unknown,133,https://www.deutsche-digitale-bibliothek.de/item/BHZYBQO33BLXODOB6GNNJF7FLPPZWG4L
U2YENFHHXRC3U7LT6XAZDIKK6ZIYAKC7,Die Durchfuhr durch die Bundesrepublik über Hamburg im Juli 1961 : Lfd. Nr. 41,1961,Heft,1,modern,15,https://www.deutsche-digitale-bibliothek.de/item/U2YENFHHXRC3U7LT6XAZDIKK6ZIYAKC7
ESPBBT6L5CKY4HDRUTCB4C3LP5YWX5N7,Confessio || oder Bekantnus des || Glaubens/ etlicher || Fürsten vnd Stedte/ Vberant=||wort Keiserlicher Maiestat/ auff || dem Reichstag/ gehalten || zu Augspurg/|| Anno 1530.|| Apologia der Confessio/|| mit vleis emendirt.|| ... ||[v.(Philip=||pus Melanthon.||)](aus dem Latin || verdeudschet/|| durch D.|| Justum Jonam.||),1540,Kommentar: theol.|Monografie,0,pre-1700,47,https://www.deutsche-digitale-bibliothek.de/item/ESPBBT6L5CKY4HDRUTCB4C3LP5YWX5N7
U33GXIAWV5OQG24KEPTHXLJQ7N2WS6YA,"Genlis, S. F. de: Die Schwanenritter. Bd. 1-4. Eine Kunde der Vorwelt mit Anspielungen auf die Geschichte des Tages. A. d. Franz. [J. L. Gosch] Hamburg: Fauche 1796",1796,Aufsatz,1,1700-1800,38,https://www.deutsche-digitale-bibliothek.de/item/U33GXIAWV5OQG24KEPTHXLJQ7N2WS6YA
INCZBFXCQVRGPF5FNCXNMWL4VNOB5WIF,Von Gottes Gnaden/ Johann Friderich/ Marggraff zu Brandenburg/ zu Magdeburg/ in Preüssen/ Stettin/ Pom[m]ern/ der Cassuben und Wenden ... : Demnach Wir im Monat Octobris nechst verwichenen Jahrs/ wegen der allzugroß überhand genommenen excesse und Mißbraüche bey dem Hochzeithalten/ gemessene gnädigste Verordnung ergehen lassen ... ; Signatum ... Onolzbach/ den 22. Februarii 1681,1681 - ,Verordnung|Einblattdruck|Monografie,1,unknown,67,https://www.deutsche-digitale-bibliothek.de/item/INCZBFXCQVRGPF5FNCXNMWL4VNOB5WIF
EDZ7ONUKCRWCD5T7OYAQYMQ74K654XVZ,"Von Gottes Gnaden Wir Friedrich, Landgraf zu Hessen, Fürst zu Hersfeld, Graf zu Catzenellnbogen, Dietz, Ziegenhayn, Nidda, Schaumburg und Hanau ... Fügen hierdurch zu wissen : Obgleich in Unseren Hessischen Landen von je her, sobald ein Freygut vom Gutsherrn nicht mehr selbst gebauet, sondern an einen Bauren auf Besserung ausgethan worden, der Erbbeständer ... seine davon ziehende Besser- oder Oberbesserung versteuret ... ; [Cassell den 2ten Februar 1776.]",1776 - ,Verordnung|Einblattdruck|Monografie,1,unknown,80,https://www.deutsche-digitale-bibliothek.de/item/EDZ7ONUKCRWCD5T7OYAQYMQ74K654XVZ
WAUVGXEL6IWE4C42BPENTPZKDTL5K2WY,"Münchner neueste Nachrichten :Wirtschaftsblatt, alpine und Sport-Zeitung, Theater- und Kunst-Chronik. 1912, 1912 = Jg. 65, 10",1912,Heft,1,modern,23,https://www.deutsche-digitale-bibliothek.de/item/WAUVGXEL6IWE4C42BPENTPZKDTL5K2WY
H7XAH62NGIVY4DTPYS6JA4WBTKEV6B6T,Die Ereignisse zu Warschau am 15. August 1831 :Nebst kurzer Uebersicht des Ganges der ganzen polnischen Revolution,1832,Monografie,1,19th-c,18,https://www.deutsche-digitale-bibliothek.de/item/H7XAH62NGIVY4DTPYS6JA4WBTKEV6B6T
DLRXN42LT7UJNVC2VZPQFE7FOGMIBJVU,"Nobilissima Scientia, Das ist/ Die Edelste und Seeligste Wissenschafft/ welche wir müssen lieben und üben/ Aus dem Büchlein Hiobs am XIX. Cap. v. 25. &c. Ich weisz dasz mein Erlöser lebet/ [et]c. : Bey Christ-Adlicher Sepultur Der ... Fr. Sabinen Hedewig Brändin von Lindau/ gebohrner von Waldau/ Des ... Hrn. Jobst Christoph Brandes von Lindau ... Ehe-Liebsten/ Als dieselbe am ... 29. Sept. Anno 1671. ... entschlaffen/ und den 12. Novembr. ... zu dero Ruh-Kämmerlein ... gebracht worden",1671,Leichenpredigt|Monografie,1,pre-1700,94,https://www.deutsche-digitale-bibliothek.de/item/DLRXN42LT7UJNVC2VZPQFE7FOGMIBJVU
AAYNSBYQN6T3ZSBIVT6IO2J6BS53UTC5,"Vnser von Gotts gnaden Johans Friedrichen Hertzogen zu Sachssen vnd Churfürsten etc. Burggrauen zu Magdeburg Vnd Philipsen Landgrauen zu Hessen, Grauen zu CatzenElnbogen etc. Warhafftiger vnd bestendiger vnterricht der sachen darumb wir beide vns jnn kriegsrüstung zu schutz vnd beschirmung vnser Einungs vnd schutzverwandten Stedte nemlich Gosslar vnd Braunschweig widder Hertzog Heinrichs der sich den Jüngern von Braunschweig nennen thut thetliche vnd Landfriedbrüchige auch Römischer Keyserlicher vnd Königlicher Maiestaten vnser aller vnd gnedigsten herrn gescheffte gebot vnd beuehlich widderige handelungen vnvormeidelichen haben einlassen müssen ...",1542,Monografie,0,pre-1700,86,https://www.deutsche-digitale-bibliothek.de/item/AAYNSBYQN6T3ZSBIVT6IO2J6BS53UTC5
GS6UK6XLGROX45GD5ZPOOARM4JVYFJ73,"W. Dürig, Die Heimat des Codex Latinus Monacensis 100 ( s. XII) / W. Gessel - P. Stockmeier [Hgg.]. - Bavaria Christiana. Zur Frühgeschichte des Christentums in Bayern, Festschrift A.W.Ziegler : München 1973, 151-159",2019,Monografie,2,modern,45,https://www.deutsche-digitale-bibliothek.de/item/GS6UK6XLGROX45GD5ZPOOARM4JVYFJ73
UOITQ5NGZ4WV6OMHU6K5LEVANIRJNG2B,Teutsche Musicalische Bücher.,1685,Abschnitt,0,pre-1700,4,https://www.deutsche-digitale-bibliothek.de/item/UOITQ5NGZ4WV6OMHU6K5LEVANIRJNG2B
ND4VZ7OSVVXK2XAZ2EFMVWL7X3OHQESK,"Die XXXII. Betrachtung, Von dem bußfertigen Schächer, der bekehrten Mörder",1693,Kapitel,0,pre-1700,13,https://www.deutsche-digitale-bibliothek.de/item/ND4VZ7OSVVXK2XAZ2EFMVWL7X3OHQESK
GOKUWQ6NYYFPH6XSGJ354CA7KOR5FNSN,"Des Ritters Carl von Linné Königlich Schwedischen Leibarztes [et]c. [et]c. vollständiges Pflanzensystem :nach der dreyzehnten lateinischen Ausgabe und nach Anleitung des holländischen Houttuynischen Werks übersetzt und mit einer ausführlichen Erklärung ausgefertiget. 3, Von den Gesträuchen : Nebst zehn Kupfertafeln",1778,Band,1,1700-1800,48,https://www.deutsche-digitale-bibliothek.de/item/GOKUWQ6NYYFPH6XSGJ354CA7KOR5FNSN
ZADCNBD76RHUJYRRC6Q2JBGQ2HRNSY2A,"Gockerell, Nina, Ostern in Jerusalem : Karwoche und Auferstehungsfeiern der christlichen Kirchen in der Heiligen Stadt / Nina Gockerell ; Werner Neumeister : Regensburg, 1987. - 208 S. : überw. Ill., Kt.",2018,,2,modern,39,https://www.deutsche-digitale-bibliothek.de/item/ZADCNBD76RHUJYRRC6Q2JBGQ2HRNSY2A
AN7OBJIO5JG47QAMUHPPJHNTDACSL6RX,I. Ein Hochedler und Hochweiser Rath.,1789,Abschnitt,0,1700-1800,7,https://www.deutsche-digitale-bibliothek.de/item/AN7OBJIO5JG47QAMUHPPJHNTDACSL6RX
RAQ2H3HDCDUATAQB3IX32WRQRVAAYX52,"Anzeigen : Beilage zu Nr. 6 der ""Pädagogischen Reform""",1890,Abschnitt,1,19th-c,11,https://www.deutsche-digitale-bibliothek.de/item/RAQ2H3HDCDUATAQB3IX32WRQRVAAYX52
BQWWTO2A3U5BGMOR7HRNLNSOWHQU2UMU,"Versuch einer Characteristik der schlesisch-mineralogischen Literatur von 1800 bis 1832 / von Prof. [Ernst Friedrich] Glocker. - Breslau : Max, 1832",1834,Aufsatz,2,19th-c,25,https://www.deutsche-digitale-bibliothek.de/item/BQWWTO2A3U5BGMOR7HRNLNSOWHQU2UMU
OGLSP225XB2KNE6DNIRYZPGBC2GVAGMY,"Verzeichnuß Der Durchleuchtigisten, Hochgebornen Fürsten vnd Herren, Herren Hanß Georgen Churfürsten zu Sachsen, [et]c. und Johan Sigmundt Churfürsten zu Brandenburg, [et]c. ... Einzug, zu Naumburg auff die Churfürstl. versamblung, An. 1614.",1614,Monografie,0,pre-1700,45,https://www.deutsche-digitale-bibliothek.de/item/OGLSP225XB2KNE6DNIRYZPGBC2GVAGMY
UYNBPF266MMNFJ6VOAIWEK3A6IEAOIDN,Unterthänigster Glückwunsch/ Welchen Bey antretendem Neuen Jahr Der Durchläuchtigsten Fürstin und Frauen/ Frauen Sophia Charlotta/ Marggräffin und Chur-Fürstin zu Brandenburg/ gebohrenen Hertzogin zu Braunschweig und Lüneburg ... Meiner Allergnädigsten Chur-Fürstin und Frauen in tieffstem Gehorsam abgestattet,1695,Gelegenheitsschrift:Neujahr|Lyrik|Einblattdruck|Monografie,0,pre-1700,40,https://www.deutsche-digitale-bibliothek.de/item/UYNBPF266MMNFJ6VOAIWEK3A6IEAOIDN
3BQ2FDJARSC4UC4YP6UJTL5UV56KHERS,Personalia : Bey der Fürstl. Leichbegängnüß am 30. Septembr. 1651 auff den Cantzeln nach der Leichpredigt zu verlesen,1651,Gelegenheitsschrift:Tod|Biographie|Monografie,1,pre-1700,20,https://www.deutsche-digitale-bibliothek.de/item/3BQ2FDJARSC4UC4YP6UJTL5UV56KHERS
SZ3ZWJUNZLUCBVPPHVDB3E3KWPMAJ36X,"Demnach Johann Simon Jung, von Marien-Cappel ... gebürtig, ... einen hiesigen Taglöhner, Thomas Küttenberger, nach einer ... Zwistigkeit, ... durch einen Pistol-Schuß auf der Stelle entleibet, dann ... flüchtigen Fuß gesetzet, und zu des Thäters würcklicher Verfolg- und Wieder-Eroberung gegenwärtigen Steck-Brief abzulassen gnädigst befohlen worden; ... : [Datum Onolzbach, den 20. Jan. 1725.]",1725 - ,Amtsdruckschrift|Einblattdruck|Monografie,1,unknown,64,https://www.deutsche-digitale-bibliothek.de/item/SZ3ZWJUNZLUCBVPPHVDB3E3KWPMAJ36X
FVVRH3HMSXKZX6II4JSSCLJPMDO7FKRG,"Von Gottes Gnaden Carl, Herzog zu Würtemberg und Teck, ... Unsern Gruß zuvor, Liebe Getreue! Demnach die Nothdurft erfordert, daß die Ordinari-Ablosungs-Hülf von Georgii 1783/84. eines Theils zu Beybehaltung des höchstnöthigen Credits, andern Theils aber zu Bestreitung zerschiedener anderer darauf kommenden Auslagen wiederum ausgeschrieben und eingezogen werde, ... beyzutragen betrift, ... :[Stuttgardt , den 28ten May 1783.]",1783,Monografie,1,1700-1800,70,https://www.deutsche-digitale-bibliothek.de/item/FVVRH3HMSXKZX6II4JSSCLJPMDO7FKRG
NXX6IBAKR54COMG5LJNV6CXGHCHJVTAP,"Gottes Augen/ Händ und Hertz/ Der Armen und Elenden Schutz : Bey Christlicher Leichenbestattung Der ... Frauen Magdalenen/ Gebohrner Grossin/ Des ... Herrn Christian Friedrich Franckensteins/ bey dieser Universität Latinae Linguae, und Historiarum Professoris Publici ... HausEhre/ Welche in ihrem Kindbette/ und 39. Jahr ihres Alters/ am dritten Osterfeyertage dieses Jahres ... verschieden/ und ihr Leib ... in der Pauliner Kirchen zu Leipzig/ am 8. Tage Aprilis des lauffenden 1659. Jahrs ... beygesetzet worden/ Erkläret aus dem 10. Psalm Davids/ vers. 14. ... Und auff Begehren zum Druck abgegeben",1659 - ,Leichenpredigt|Monografie,1,unknown,103,https://www.deutsche-digitale-bibliothek.de/item/NXX6IBAKR54COMG5LJNV6CXGHCHJVTAP
XTO7YFFPD5YU7HX3HB5K7ASOD7KTYN7M,"Leitfaden bei dem Unterricht in der Rhetorik in engern Sinne zum Gebrauch in den Obergymnasialclassen / von Andreas Mühlich. - Bamberg : Reindl, 1825",1826,Aufsatz,2,19th-c,26,https://www.deutsche-digitale-bibliothek.de/item/XTO7YFFPD5YU7HX3HB5K7ASOD7KTYN7M
LMV4GSI23TW6ZH2RZBSZOW26LLRD3VMF,Novum Collegium Concionatorium = Neue Postillen Post : darinnen außführlich von der heutigen Art zu predigen gehandelt wird,1662,Monografie,1,pre-1700,18,https://www.deutsche-digitale-bibliothek.de/item/LMV4GSI23TW6ZH2RZBSZOW26LLRD3VMF
DAHUCJLYQVTFG273OGHAFHKW3FCWKAX5,"Ernesti, Günther Gottlieb: Predigten / G. G. Ernesti. - Koburg : Ahl, 1787",1789,Aufsatz,2,1700-1800,17,https://www.deutsche-digitale-bibliothek.de/item/DAHUCJLYQVTFG273OGHAFHKW3FCWKAX5
477T7RASGRPLWCBKVBMJP2HQ3T5IPMXY,Die siebend Lection. Sicut in Adam &c.,1591,Abschnitt,0,pre-1700,9,https://www.deutsche-digitale-bibliothek.de/item/477T7RASGRPLWCBKVBMJP2HQ3T5IPMXY
CLJ2Z6YVBSRPNHXFIM3ALOY4QMIPT7G7,"Handbuch der Mineralogie : zum Gebrauch für Jedermann / von C[arl Friedrich Alexander] Hartmann. - Weimar : Voigt. - [Bd.] II, 1843",1844,Aufsatz,2,19th-c,30,https://www.deutsche-digitale-bibliothek.de/item/CLJ2Z6YVBSRPNHXFIM3ALOY4QMIPT7G7
4PYEBFEJA3BBBR6ZVHZ5WP5EEPWL6IJV,Herbstvorarbeiten des Uhrmachers,1911,Aufsatz,0,modern,3,https://www.deutsche-digitale-bibliothek.de/item/4PYEBFEJA3BBBR6ZVHZ5WP5EEPWL6IJV
47OK6DNOEFGB6GF7T5M4HXO7XT5XFKSW,Contractile Gewebe im Pflanzenreiche :(Aus dem Jahresberichte der Schlesischen Gesellschaft für vaterländ. Cultur. 1861. Heft I.),1861,Monografie,1,19th-c,20,https://www.deutsche-digitale-bibliothek.de/item/47OK6DNOEFGB6GF7T5M4HXO7XT5XFKSW
ZGCO2X2L32G4VFIGOVNSK6VRSFWQHQHP,"Sidur tefilat Yiśraʾel :devar yom be-yomo ... = Das Gebetbuch der Israeliten : mit vollständigem, sorgfältig durchgesehenem Texte ...",1869,Monografie,1,19th-c,21,https://www.deutsche-digitale-bibliothek.de/item/ZGCO2X2L32G4VFIGOVNSK6VRSFWQHQHP
XY4QSQX62EMW2WTWRTBC63XMIIXLPRL5,"Kirschner, Johann Conrad: Bild des menschlichen Herzens / nach Geschichte und Erfahrung entworfen von Johann Conrad Kirschner. - Bayreuth : Lübeck, 1791",1791,Aufsatz,2,1700-1800,26,https://www.deutsche-digitale-bibliothek.de/item/XY4QSQX62EMW2WTWRTBC63XMIIXLPRL5
I77EXMWWPZEJYTFW7KGGEMEI46CI45OY,Die Bereitwilligkeit Eines frommen Christen zum Sterben : Aus dem 1. Reg. 19. v. 4. und aus dem 31. Psal. v. 6. Zu letzter Ehr-Bezeigung Dem ... Herrn Wilhelm Adam von Mörner/ Seiner Churfürstl. Durchl. zu Brandenburg Hochbestallten Obristen zu Roß/ ... Ober-Forst-Meister und Krieges-Commissario der alten Marck ... Welcher im Jahr ... 1696 ... den 5. Octobr. ... eingeschlaffen/ hernacher aber den 17. Decemb. ... zu Niegrip in sein Erb-Begräbniß ... beygesetzet wurde,1697,Leichenpredigt|Monografie,1,pre-1700,83,https://www.deutsche-digitale-bibliothek.de/item/I77EXMWWPZEJYTFW7KGGEMEI46CI45OY
KXYCKZCL6Z7SCN4RZKIMJ7WB6OQNYJQJ,"Nr. 102, Sonnabend, den 21sten December 1816",1816,Heft,1,19th-c,9,https://www.deutsche-digitale-bibliothek.de/item/KXYCKZCL6Z7SCN4RZKIMJ7WB6OQNYJQJ
L3JKQDERRA2TTO3YAQYDJI4SNYIN2JDD,11. Was ursach der Centner zum probirn auff 100. pfundt gerechnet ist.,1565,Kapitel,0,pre-1700,13,https://www.deutsche-digitale-bibliothek.de/item/L3JKQDERRA2TTO3YAQYDJI4SNYIN2JDD
Y23DZGJ3SX7E6QZPGE4BG7K6CDXF7NZC,Aus dem Vereinsleben,1936,Abschnitt,0,modern,3,https://www.deutsche-digitale-bibliothek.de/item/Y23DZGJ3SX7E6QZPGE4BG7K6CDXF7NZC
34F3DX76V5MLZ3VHQ3ZN4F5A5NOSHMWY,Straßenverkehrsunfälle September 1983 : Lfd. Nr. 40,1983,Heft,1,modern,8,https://www.deutsche-digitale-bibliothek.de/item/34F3DX76V5MLZ3VHQ3ZN4F5A5NOSHMWY
ILRTFWUHKBE44QOI3NFABGX6NWXXPBCC,"Die Bevölkerungsentwicklung in den Bezirken, Ortsämtern und Stadtteilen vom 31. 12. 1962 bis zum 31. 12. 1963 : Lfd. Nr. 7",1964,Heft,1,modern,23,https://www.deutsche-digitale-bibliothek.de/item/ILRTFWUHKBE44QOI3NFABGX6NWXXPBCC
Y3CLCIF7SN6CWGSDQTURM7QIJUG7IWRF,"Für Christenthum, Aufklärung und Menschenwohl / von Wilhelm Friedrich Hufnagel. - Erlangen : Palm H. 5.-8. - 1787",1788,Aufsatz,2,1700-1800,20,https://www.deutsche-digitale-bibliothek.de/item/Y3CLCIF7SN6CWGSDQTURM7QIJUG7IWRF
3XWWA623R3YTDGBVBPLEW6I2P6KGWS3R,"Bayerische Landbötin. 1848,2, 1848, 2 = Jg. 19",1848,Heft,1,19th-c,12,https://www.deutsche-digitale-bibliothek.de/item/3XWWA623R3YTDGBVBPLEW6I2P6KGWS3R
4R7VPOZVTFY4TJTTPCMNUSMFQOIIKEDK,Büchenwerra,1946,Kapitel,0,modern,1,https://www.deutsche-digitale-bibliothek.de/item/4R7VPOZVTFY4TJTTPCMNUSMFQOIIKEDK
5F2YKJURFK443G7WCF2YXEZU2GUVU2ZJ,Versuch in Gedichten,1774,Monografie,0,1700-1800,3,https://www.deutsche-digitale-bibliothek.de/item/5F2YKJURFK443G7WCF2YXEZU2GUVU2ZJ
6WFQHN3DACHH3QWQCUXBCQHWXAC2HO5U,"Christlicher und Einfeltiger Unterricht Von Todtschlage/ Und Trost der jenigen/ denen Gott die ihrigen durch solche trawrige Fälle hinweg nimpt :Auß der Historien des Brudermordes Cains/ Bey ... Leichbegängnus ... Hansen Wächters: Welcher ... 1627. am 7. Aprilis auff dem Felde ... von einem Soldaten ... freventlicher und muthwilliger weise durchstochen und ermordet ... Unter grossem Leyd unnd Klagen gehalten in der Kirchen zu S. Jacob zu Weymar ... Von M. Johanne Hentzelman/ Vinariensi, der Kirchen daselbst Diacono",1627,Monografie,1,pre-1700,85,https://www.deutsche-digitale-bibliothek.de/item/6WFQHN3DACHH3QWQCUXBCQHWXAC2HO5U
DSFMPM7P6LKPFSKO6UK53OUUSJUCRI3B,Der Siebend Grund. Sprüche der Schrifft von der Rechtfertigung.,1568,Abschnitt,0,pre-1700,11,https://www.deutsche-digitale-bibliothek.de/item/DSFMPM7P6LKPFSKO6UK53OUUSJUCRI3B
NWKQZ5PH5YRA4FXBZT2L2G66LTWJFEYE,"Von Gottes Gnaden Wir Carl, Landgraff zu Hessen, Fürst zu Herßfeld, Graff zu Catzenelnbogen, Dietz, Ziegenhayn, Nidda und Schaumburg, [et]c. Entbieten Unsern Praesidenten, Cantzlarn ... hiermit zu wissen: Was gestalt Uns verschiedentlich vorkommen, daß bey Unsern Consistoriis und Ehe-Gerichten, von deswegen zum offtern Ehe-Klagen angebracht worden, weil sich der klagende Theil auff seines Gegentheils angebliche Versprechungs-Worte: Ich Wil Dich Nicht Verlassen, zu gründen, und darauß eine Ehe zu erzwingen vermeinet ... Gegeben ... Cassel, den 5. Tag Septembris 1710",1710 - ,Einblattdruck|Verordnung|Monografie,0,unknown,98,https://www.deutsche-digitale-bibliothek.de/item/NWKQZ5PH5YRA4FXBZT2L2G66LTWJFEYE
CEUDFVQZC5UHBAVBDJHSZRCDVVLTURH6,Gott trowet denen/ Die das Evangelium lang gehöret haben,1560,Abschnitt,0,pre-1700,10,https://www.deutsche-digitale-bibliothek.de/item/CEUDFVQZC5UHBAVBDJHSZRCDVVLTURH6
